event_id,cell_id,condition,position,actor_id,generation_seed,probability,reason,attempts,elapsed_seconds,prompt_tokens,output_tokens
123,prior_0.3_signals_10100,central_full,1,central_full_analyst,744169645,0.38,Signal slightly increases probability,1,5.063992899958976,294,16
123,prior_0.3_signals_10100,central_full,2,central_full_analyst,705786074,0.37,Balances conflicting signals with prior.,1,5.36248579993844,316,19
123,prior_0.3_signals_10100,central_full,3,central_full_analyst,1244738902,0.46,Signals update prior with reliability weights.,1,5.688223099918105,336,19
123,prior_0.3_signals_10100,central_full,4,central_full_analyst,845154444,0.47,Balanced signals with mixed reliability adjust prior toward 0.47.,1,6.692728299996816,355,27
123,prior_0.3_signals_10100,central_full,5,central_full_analyst,425534768,0.42,"Most signals lean NO, balancing prior and reliability.",1,6.543025100021623,375,22
123,prior_0.3_signals_10100,central_compact,1,central_compact_analyst,744169645,0.38,Signal slightly increases probability,1,5.135783600038849,307,16
123,prior_0.3_signals_10100,central_compact,2,central_compact_analyst,705786074,0.31,New signal slightly lowers probability,1,5.679384500021115,335,17
123,prior_0.3_signals_10100,central_compact,3,central_compact_analyst,1244738902,0.37,Signal increases probability from 0.31 to 0.37.,1,7.115273199975491,364,28
123,prior_0.3_signals_10100,central_compact,4,central_compact_analyst,845154444,0.32,New signal slightly lowers probability,1,6.542515899986029,392,17
123,prior_0.3_signals_10100,central_compact,5,central_compact_analyst,425534768,0.28,New signal NO with reliability 0.75 reduces probability,1,7.692146299988963,421,24
124,prior_0.5_signals_11110,central_full,1,central_full_analyst,1665477633,0.65,Signal YES with reliability 0.65 updates prior to 0.5.,1,6.208165600080974,294,29
124,prior_0.5_signals_11110,central_full,2,central_full_analyst,925499892,0.76,"Two reliable agents signal YES, increasing probability from prior.",1,5.757253100047819,316,23
124,prior_0.5_signals_11110,central_full,3,central_full_analyst,574841461,0.63,Signals update prior with mixed reliability,1,5.567216300056316,336,18
124,prior_0.5_signals_11110,central_full,4,central_full_analyst,177733561,0.67,Multiple signals update prior with reliability weights.,1,6.084594499901868,356,20
124,prior_0.5_signals_11110,central_full,5,central_full_analyst,123040143,0.72,Most signals lean YES with varying reliability.,1,6.430604599998333,375,20
124,prior_0.5_signals_11110,central_compact,1,central_compact_analyst,1665477633,0.625,Signal increases probability from 0.5 to 0.625.,1,6.266166399931535,307,29
124,prior_0.5_signals_11110,central_compact,2,central_compact_analyst,925499892,0.672,Signal increases probability due to reliability,1,5.928800800000317,337,19
124,prior_0.5_signals_11110,central_compact,3,central_compact_analyst,574841461,0.636,New signal slightly lowers probability,1,6.273203999968246,368,18
124,prior_0.5_signals_11110,central_compact,4,central_compact_analyst,177733561,0.654,Signal slightly increases YES probability,1,6.761742000002414,399,18
124,prior_0.5_signals_11110,central_compact,5,central_compact_analyst,123040143,0.682,Signal increases probability by 0.028,1,7.720508600003086,429,23
124,prior_0.5_signals_11110,market,1,agent_3,1665477633,0.65,Signal reliability updates prior.,1,5.171167400083505,315,17
124,prior_0.5_signals_11110,market,2,agent_4,925499892,0.76,Signal updates prior with reliability,1,5.7563062000554055,343,17
124,prior_0.5_signals_11110,market,3,agent_5,574841461,0.68,Signal reduces confidence in NO,1,6.178613900090568,372,17
124,prior_0.5_signals_11110,market,4,agent_1,177733561,0.72,Signal increases probability by 0.17,1,7.024239899939857,401,21
124,prior_0.5_signals_11110,market,5,agent_2,123040143,0.76,Signal increases confidence in YES,1,7.155917200027034,429,17
125,prior_0.4_signals_01011,central_compact,1,central_compact_analyst,31431720,0.34,Signal reduces probability due to reliability.,1,5.400803100084886,307,19
125,prior_0.4_signals_01011,central_compact,2,central_compact_analyst,1956326596,0.42,Signal increases probability from 0.34 to 0.42,1,6.643983199959621,335,27
125,prior_0.4_signals_01011,central_compact,3,central_compact_analyst,1355693918,0.52,Signal increases probability from 0.42 to 0.52.,1,7.098784699919634,364,28
125,prior_0.4_signals_01011,central_compact,4,central_compact_analyst,158319660,0.47,Signal NO updates prior with reliability 0.55.,1,7.172102799988352,393,24
125,prior_0.4_signals_01011,central_compact,5,central_compact_analyst,799569059,0.54,Signal increases probability due to reliability,1,7.090986400027759,421,18
125,prior_0.4_signals_01011,market,1,agent_3,31431720,0.31,Signal reduces probability due to reliability,1,5.252611599978991,315,18
125,prior_0.4_signals_01011,market,2,agent_4,1956326596,0.46,Signal updates prior with reliability,1,5.736448000068776,343,17
125,prior_0.4_signals_01011,market,3,agent_5,1355693918,0.58,Signal updates public probability with reliability,1,6.302720199921168,372,18
125,prior_0.4_signals_01011,market,4,agent_1,158319660,0.51,Signal weakens public probability,1,6.714945200015791,401,17
125,prior_0.4_signals_01011,market,5,agent_2,799569059,0.56,Signal updates prior with reliability-adjusted evidence.,1,7.50862610002514,429,21
125,prior_0.4_signals_01011,central_full,1,central_full_analyst,31431720,0.34,Signal NO reduces probability,1,5.046247499994934,294,16
125,prior_0.4_signals_01011,central_full,2,central_full_analyst,1956326596,0.52,Signals update prior with reliability weights,1,5.274493100005202,316,18
125,prior_0.4_signals_01011,central_full,3,central_full_analyst,1355693918,0.63,Signals update prior with higher reliability YES signals.,1,5.836074599996209,336,21
125,prior_0.4_signals_01011,central_full,4,central_full_analyst,158319660,0.58,Signals balance with higher reliability supporting YES.,1,6.051127800019458,356,20
125,prior_0.4_signals_01011,central_full,5,central_full_analyst,799569059,0.62,More reliable signals support YES.,1,6.154264400014654,375,18
126,prior_0.6_signals_11100,market,1,agent_2,1835575300,0.72,Signal increases probability by 12%.,1,5.567697999998927,314,21
126,prior_0.6_signals_11100,market,2,agent_3,741246261,0.78,Signal increases probability by 0.13,1,6.097762799938209,343,21
126,prior_0.6_signals_11100,market,3,agent_4,1832466175,0.69,Signal reduces confidence in NO,1,6.16070640005637,371,17
126,prior_0.6_signals_11100,market,4,agent_5,606866957,0.63,Signal weakens public probability,1,6.6300426999805495,400,17
126,prior_0.6_signals_11100,market,5,agent_1,1465085263,0.67,Signal slightly increases probability,1,7.180335499928333,429,16
126,prior_0.6_signals_11100,central_full,1,central_full_analyst,1835575300,0.72,Signal increases probability from prior.,1,5.264186999993399,293,18
126,prior_0.6_signals_11100,central_full,2,central_full_analyst,741246261,0.76,Updated based on two reliable YES signals.,1,5.462764500058256,316,20
126,prior_0.6_signals_11100,central_full,3,central_full_analyst,1832466175,0.68,Signals update prior with reliability-weighted evidence.,1,5.818029299960472,335,21
126,prior_0.6_signals_11100,central_full,4,central_full_analyst,606866957,0.57,Signals balance with mixed reliability.,1,5.8758012999314815,355,18
126,prior_0.6_signals_11100,central_full,5,central_full_analyst,1465085263,0.52,Mixed signals with varying reliability suggest uncertainty.,1,6.374868900049478,375,20
126,prior_0.6_signals_11100,central_compact,1,central_compact_analyst,1835575300,0.69,Signal increases probability by 0.09.,1,5.670130899990909,306,22
126,prior_0.6_signals_11100,central_compact,2,central_compact_analyst,741246261,0.73,Signal increases probability from 0.69 to 0.73.,1,6.640735099907033,335,28
126,prior_0.6_signals_11100,central_compact,3,central_compact_analyst,1832466175,0.71,New signal slightly lowers probability,1,6.120031500002369,363,17
126,prior_0.6_signals_11100,central_compact,4,central_compact_analyst,606866957,0.67,New signal slightly lowers probability,1,6.546760599943809,392,17
126,prior_0.6_signals_11100,central_compact,5,central_compact_analyst,1465085263,0.69,Signal slightly increases probability,1,6.938721499987878,421,16
127,prior_0.7_signals_00110,central_full,1,central_full_analyst,36123063,0.65,Signal NO reduces probability from prior.,1,5.346856699907221,294,19
127,prior_0.7_signals_00110,central_full,2,central_full_analyst,45609146,0.58,Two NO signals with moderate reliability lower the probability.,1,5.637136899982579,316,22
127,prior_0.7_signals_00110,central_full,3,central_full_analyst,351315444,0.64,Prior adjusted with signal weights,1,5.480013200081885,336,17
127,prior_0.7_signals_00110,central_full,4,central_full_analyst,1343014414,0.67,Balanced signals with moderate reliability adjust prior toward YES.,1,6.31080610002391,355,23
127,prior_0.7_signals_00110,central_full,5,central_full_analyst,1322951531,0.62,Balanced signal mix with higher reliability NO signals,1,6.462853300035931,375,21
127,prior_0.7_signals_00110,central_compact,1,central_compact_analyst,36123063,0.64,Signal reduces probability due to reliability.,1,5.45741489995271,307,19
127,prior_0.7_signals_00110,central_compact,2,central_compact_analyst,45609146,0.61,Signal NO reduces probability,1,5.579279400059022,335,16
127,prior_0.7_signals_00110,central_compact,3,central_compact_analyst,351315444,0.66,Signal increases probability slightly,1,6.01399569993373,364,16
127,prior_0.7_signals_00110,central_compact,4,central_compact_analyst,1343014414,0.72,Signal increases probability by 0.06,1,6.9309229999780655,392,21
127,prior_0.7_signals_00110,central_compact,5,central_compact_analyst,1322951531,0.67,New signal slightly lowers probability,1,7.030047700041905,421,17
127,prior_0.7_signals_00110,market,1,agent_1,36123063,0.55,Signal reduces confidence in public probability.,1,5.3466126000275835,315,19
127,prior_0.7_signals_00110,market,2,agent_2,45609146,0.47,Signal weakens prior evidence.,1,5.839510699966922,343,18
127,prior_0.7_signals_00110,market,3,agent_3,351315444,0.56,Signal updates prior with reliability,1,6.191849999944679,372,17
127,prior_0.7_signals_00110,market,4,agent_4,1343014414,0.66,Signal updates prior to 0.56,1,7.041511100018397,400,21
127,prior_0.7_signals_00110,market,5,agent_5,1322951531,0.54,Signal NO updates prior with reliability,1,7.2312326999381185,429,18
128,prior_0.3_signals_11001,central_compact,1,central_compact_analyst,1798512495,0.375,Signal increases probability by 0.075.,1,5.883503000019118,307,24
128,prior_0.3_signals_11001,central_compact,2,central_compact_analyst,520529017,0.464,Signal increases probability from 0.375 to 0.464.,1,6.949458599905483,337,31
128,prior_0.3_signals_11001,central_compact,3,central_compact_analyst,1155836218,0.423,Signal NO updates probability,1,6.187158599961549,368,17
128,prior_0.3_signals_11001,central_compact,4,central_compact_analyst,340282875,0.386,New signal NO with reliability 0.7 updates probability.,1,7.344382699928246,398,25
128,prior_0.3_signals_11001,central_compact,5,central_compact_analyst,151658793,0.464,Signal increases probability from 0.386 to 0.464.,1,8.412065300042741,429,31
128,prior_0.3_signals_11001,market,1,agent_1,1798512495,0.42,Signal increases probability from 0.3 to 0.42,1,6.152592399972491,315,26
128,prior_0.3_signals_11001,market,2,agent_2,520529017,0.54,Signal increases probability from 0.3 to 0.54,1,6.52648749994114,343,26
128,prior_0.3_signals_11001,market,3,agent_3,1155836218,0.47,Signal reduces probability due to reliability,1,6.302620900096372,372,18
128,prior_0.3_signals_11001,market,4,agent_4,340282875,0.39,Signal weakens public probability,1,6.633095599943772,400,17
128,prior_0.3_signals_11001,market,5,agent_5,151658793,0.54,Signal updates prior with reliability,1,7.127330300048925,429,17
128,prior_0.3_signals_11001,central_full,1,central_full_analyst,1798512495,0.38,Signal slightly increases probability,1,5.086496599949896,294,16
128,prior_0.3_signals_11001,central_full,2,central_full_analyst,520529017,0.52,Two signals support YES with combined reliability,1,5.364557000109926,316,19
128,prior_0.3_signals_11001,central_full,3,central_full_analyst,1155836218,0.47,Multiple signals with varying reliability suggest mixed evidence.,1,5.836455499986187,336,21
128,prior_0.3_signals_11001,central_full,4,central_full_analyst,340282875,0.49,Balanced signal reliability with mixed outcomes.,1,6.05743170005735,355,20
128,prior_0.3_signals_11001,central_full,5,central_full_analyst,151658793,0.57,Multiple signals update prior with reliability weights.,1,6.36482610006351,375,20
129,prior_0.3_signals_10111,market,1,agent_4,1896055307,0.46,Signal increases probability from 0.3 to 0.46.,1,6.053581599961035,314,27
129,prior_0.3_signals_10111,market,2,agent_5,1082262252,0.62,Signal updates prior to 0.46,1,6.105499199940823,343,21
129,prior_0.3_signals_10111,market,3,agent_1,487316416,0.68,Signal increases probability by 0.13,1,6.599399600061588,372,21
129,prior_0.3_signals_10111,market,4,agent_2,1469909125,0.58,Signal weakens public probability,1,6.646175400004722,400,17
129,prior_0.3_signals_10111,market,5,agent_3,1048431142,0.66,Signal updates prior with reliability-adjusted evidence.,1,7.489045899943449,429,21
129,prior_0.3_signals_10111,central_full,1,central_full_analyst,1896055307,0.57,Signal increases probability from prior.,1,5.22563140001148,293,18
129,prior_0.3_signals_10111,central_full,2,central_full_analyst,1082262252,0.68,Two reliable signals support YES.,1,5.271155299968086,316,18
129,prior_0.3_signals_10111,central_full,3,central_full_analyst,487316416,0.74,Multiple reliable signals support YES.,1,5.559233699925244,336,18
129,prior_0.3_signals_10111,central_full,4,central_full_analyst,1469909125,0.67,Multiple YES signals with moderate reliability adjust the prior upward.,1,6.352177699911408,355,23
129,prior_0.3_signals_10111,central_full,5,central_full_analyst,1048431142,0.69,Multiple YES signals with moderate reliability adjust prior upward.,1,6.49797580006998,375,22
129,prior_0.3_signals_10111,central_compact,1,central_compact_analyst,1896055307,0.46,Signal increases probability from 0.3 to 0.46.,1,6.077872999943793,306,27
129,prior_0.3_signals_10111,central_compact,2,central_compact_analyst,1082262252,0.56,Signal increases probability from 0.46 to 0.56.,1,6.6232515999581665,335,28
129,prior_0.3_signals_10111,central_compact,3,central_compact_analyst,487316416,0.56,Signal reliability adjusts prior.,1,6.14638809999451,364,17
129,prior_0.3_signals_10111,central_compact,4,central_compact_analyst,1469909125,0.52,New signal slightly lowers probability,1,6.2861694999737665,392,17
129,prior_0.3_signals_10111,central_compact,5,central_compact_analyst,1048431142,0.57,Signal increases probability by 0.05,1,7.388392699998803,421,21
130,prior_0.5_signals_00010,central_full,1,central_full_analyst,787165676,0.44,Signal NO reduces probability from prior.,1,5.367119299946353,294,19
130,prior_0.5_signals_00010,central_full,2,central_full_analyst,1452860210,0.32,Multiple NO signals lower probability,1,5.179104499984533,317,17
130,prior_0.5_signals_00010,central_full,3,central_full_analyst,364251272,0.24,Multiple NO signals lower probability,1,5.474026800016873,336,17
130,prior_0.5_signals_00010,central_full,4,central_full_analyst,1854863411,0.18,Multiple low-reliability signals indicate NO.,1,6.159834900056012,356,21
130,prior_0.5_signals_00010,central_full,5,central_full_analyst,83500557,0.42,Most signals indicate NO but some support YES.,1,6.454778400016949,375,21
130,prior_0.5_signals_00010,central_compact,1,central_compact_analyst,787165676,0.4286,Signal NO reduces probability,1,5.352822200045921,307,18
130,prior_0.5_signals_00010,central_compact,2,central_compact_analyst,1452860210,0.3636,Signal NO updates prior with reliability 0.55.,1,6.548349400050938,340,26
130,prior_0.5_signals_00010,central_compact,3,central_compact_analyst,364251272,0.3182,Signal NO updates probability,1,6.318160900031216,372,18
130,prior_0.5_signals_00010,central_compact,4,central_compact_analyst,1854863411,0.3182,New signal NO with reliability 0.65 updates probability,1,7.579451099969447,405,26
130,prior_0.5_signals_00010,central_compact,5,central_compact_analyst,83500557,0.3846,Signal increases probability from 0.3182 with reliability 0.7,1,8.17251900001429,437,31
130,prior_0.5_signals_00010,market,1,agent_5,787165676,0.4286,Signal reduces probability due to reliability.,1,5.540421099984087,315,21
130,prior_0.5_signals_00010,market,2,agent_1,1452860210,0.3462,Signal reduces probability due to reliability,1,6.13286330003757,348,20
130,prior_0.5_signals_00010,market,3,agent_2,364251272,0.267,Signal NO updates probability from 0.3462 with reliability 0.6.,1,7.690843699965626,380,32
130,prior_0.5_signals_00010,market,4,agent_3,1854863411,0.215,Signal NO updates probability downward,1,6.9220653999364,411,18
130,prior_0.5_signals_00010,market,5,agent_4,83500557,0.285,Signal increases probability from 0.215 to 0.285,1,8.466349399997853,441,30
131,prior_0.3_signals_00111,central_compact,1,central_compact_analyst,642789417,0.37,Signal increases probability by 0.07.,1,5.703999200020917,307,22
131,prior_0.3_signals_00111,central_compact,2,central_compact_analyst,1829412175,0.47,Signal increases probability from 0.37 to 0.47.,1,6.642120400094427,335,28
131,prior_0.3_signals_00111,central_compact,3,central_compact_analyst,422909534,0.56,Signal increases probability from 0.47 to 0.56.,1,7.109396899933927,364,28
131,prior_0.3_signals_00111,central_compact,4,central_compact_analyst,381788874,0.51,Signal weakens prior slightly,1,6.589867000002414,393,17
131,prior_0.3_signals_00111,central_compact,5,central_compact_analyst,1659115344,0.47,Signal NO updates probability down,1,7.026870199944824,421,17
131,prior_0.3_signals_00111,market,1,agent_3,642789417,0.46,Signal increases probability from 0.3 to 0.46.,1,6.087370499968529,315,27
131,prior_0.3_signals_00111,market,2,agent_4,1829412175,0.58,Signal updates prior to 0.46,1,6.139270500047132,343,21
131,prior_0.3_signals_00111,market,3,agent_5,422909534,0.68,Signal updates public probability with reliability,1,6.315075499936938,372,18
131,prior_0.3_signals_00111,market,4,agent_1,381788874,0.59,Signal weakens public probability.,1,6.78297120006755,401,18
131,prior_0.3_signals_00111,market,5,agent_2,1659115344,0.52,Signal weakens public probability,1,7.145939400070347,429,17
131,prior_0.3_signals_00111,central_full,1,central_full_analyst,642789417,0.47,Signal increases probability from prior,1,5.171134599950165,294,17
131,prior_0.3_signals_00111,central_full,2,central_full_analyst,1829412175,0.62,Two reliable signals support the YES outcome.,1,5.478255399968475,316,20
131,prior_0.3_signals_00111,central_full,3,central_full_analyst,422909534,0.76,Multiple reliable signals support YES.,1,5.584941399982199,336,18
131,prior_0.3_signals_00111,central_full,4,central_full_analyst,381788874,0.68,Multiple YES signals outweigh NO signal.,1,5.985772900050506,356,19
131,prior_0.3_signals_00111,central_full,5,central_full_analyst,1659115344,0.62,Most signals lean YES but balance with NO signals.,1,6.585483399918303,375,22
132,prior_0.3_signals_11101,market,1,agent_5,1532488467,0.52,Signal increases probability from 0.3 to 0.52.,1,6.10074609995354,315,27
132,prior_0.3_signals_11101,market,2,agent_1,2025686858,0.57,Signal slightly increases probability,1,5.690041800029576,344,16
132,prior_0.3_signals_11101,market,3,agent_2,1173390916,0.63,Signal updates prior with reliability,1,6.214204000076279,372,17
132,prior_0.3_signals_11101,market,4,agent_3,2114371422,0.69,Signal increases probability by 0.06,1,7.05398820003029,401,21
132,prior_0.3_signals_11101,market,5,agent_4,848371558,0.61,Signal weakens public probability,1,7.136993000051007,429,17
132,prior_0.3_signals_11101,central_full,1,central_full_analyst,1532488467,0.55,Signal increases probability from prior.,1,5.26022469997406,294,18
132,prior_0.3_signals_11101,central_full,2,central_full_analyst,2025686858,0.63,Combined signals increase probability,1,5.105993299977854,317,16
132,prior_0.3_signals_11101,central_full,3,central_full_analyst,1173390916,0.72,Multiple reliable signals support YES.,1,5.571014199987985,336,18
132,prior_0.3_signals_11101,central_full,4,central_full_analyst,2114371422,0.78,Multiple reliable signals support YES.,1,5.890837599989027,356,18
132,prior_0.3_signals_11101,central_full,5,central_full_analyst,848371558,0.68,Most signals support YES with varying reliability.,1,6.357815999886952,375,20
132,prior_0.3_signals_11101,central_compact,1,central_compact_analyst,1532488467,0.45,Signal increases probability from 0.3 to 0.45.,1,6.149628699989989,307,27
132,prior_0.3_signals_11101,central_compact,2,central_compact_analyst,2025686858,0.47,Signal slightly increases probability,1,5.62890679994598,336,16
132,prior_0.3_signals_11101,central_compact,3,central_compact_analyst,1173390916,0.52,Signal increases probability from 0.47 to 0.52.,1,7.105636799940839,364,28
132,prior_0.3_signals_11101,central_compact,4,central_compact_analyst,2114371422,0.56,Signal increases probability by 0.04,1,6.904007800039835,393,21
132,prior_0.3_signals_11101,central_compact,5,central_compact_analyst,848371558,0.52,New signal NO reduces probability,1,7.004119300050661,421,17
133,prior_0.6_signals_00000,central_full,1,central_full_analyst,1393385556,0.46,Signal NO reduces probability from prior.,1,5.322183600044809,293,19
133,prior_0.6_signals_00000,central_full,2,central_full_analyst,449863994,0.34,Two NO signals lower the probability,1,5.260941300075501,316,18
133,prior_0.6_signals_00000,central_full,3,central_full_analyst,1383434462,0.26,Multiple NO signals lower probability,1,5.484891599975526,336,17
133,prior_0.6_signals_00000,central_full,4,central_full_analyst,274841766,0.32,Multiple NO signals adjust prior downward.,1,5.960192900034599,355,19
133,prior_0.6_signals_00000,central_full,5,central_full_analyst,1635594093,0.28,Most signals indicate NO with moderate reliability.,1,6.362818800029345,375,20
133,prior_0.6_signals_00000,central_compact,1,central_compact_analyst,1393385556,0.53,Signal NO reduces probability,1,5.084242999902926,306,16
133,prior_0.6_signals_00000,central_compact,2,central_compact_analyst,449863994,0.51,Signal NO updates prior to 0.53,1,6.125484299962409,335,22
133,prior_0.6_signals_00000,central_compact,3,central_compact_analyst,1383434462,0.51,Signal NO with reliability 0.55 slightly lowers probability.,1,6.827183100045659,364,25
133,prior_0.6_signals_00000,central_compact,4,central_compact_analyst,274841766,0.49,Signal NO reduces probability,1,6.1676625000545755,392,16
133,prior_0.6_signals_00000,central_compact,5,central_compact_analyst,1635594093,0.44,New signal slightly lowers probability,1,6.9961930999998,421,17
133,prior_0.6_signals_00000,market,1,agent_4,1393385556,0.53,Signal reduces confidence in NO.,1,5.294028599979356,314,18
133,prior_0.6_signals_00000,market,2,agent_5,449863994,0.46,Signal NO reduces probability,1,5.639437800040469,343,16
133,prior_0.6_signals_00000,market,3,agent_1,1383434462,0.39,Signal weakens prior evidence,1,6.1907659999560565,372,17
133,prior_0.6_signals_00000,market,4,agent_2,274841766,0.31,Signal NO updates prior to 0.31,1,7.114287900039926,400,22
133,prior_0.6_signals_00000,market,5,agent_3,1635594093,0.26,Signal NO updates probability downward.,1,7.253155100042932,429,18
134,prior_0.6_signals_00101,central_compact,1,central_compact_analyst,1091221696,0.53,Signal reduces probability from 0.6 to 0.53.,1,6.050530900014564,306,27
134,prior_0.6_signals_00101,central_compact,2,central_compact_analyst,1951924048,0.62,Signal increases probability from 0.53 to 0.62.,1,6.640834999969229,335,28
134,prior_0.6_signals_00101,central_compact,3,central_compact_analyst,502136955,0.57,New signal slightly lowers probability,1,6.14424430008512,364,17
134,prior_0.6_signals_00101,central_compact,4,central_compact_analyst,539867404,0.52,New signal slightly lowers probability,1,6.6013694000430405,392,17
134,prior_0.6_signals_00101,central_compact,5,central_compact_analyst,619689961,0.58,Signal increases probability slightly,1,6.917819799971767,421,16
134,prior_0.6_signals_00101,market,1,agent_4,1091221696,0.53,Signal reduces confidence in NO.,1,5.441960200085305,314,18
134,prior_0.6_signals_00101,market,2,agent_5,1951924048,0.68,Signal updates prior with reliability,1,5.752714599948376,343,17
134,prior_0.6_signals_00101,market,3,agent_1,502136955,0.59,Signal weakens public probability,1,6.174438299960457,372,17
134,prior_0.6_signals_00101,market,4,agent_2,539867404,0.52,Signal NO reduces probability,1,6.531333299935795,400,16
134,prior_0.6_signals_00101,market,5,agent_3,619689961,0.63,Signal increases probability from 0.52 to 0.63,1,8.052711800090037,429,27
134,prior_0.6_signals_00101,central_full,1,central_full_analyst,1091221696,0.46,Signal NO reduces probability from prior.,1,5.308686699951068,293,19
134,prior_0.6_signals_00101,central_full,2,central_full_analyst,1951924048,0.64,Signals update prior with reliability weights,1,5.263048800057732,316,18
134,prior_0.6_signals_00101,central_full,3,central_full_analyst,502136955,0.58,Signals balance with moderate reliability.,1,5.552942300098948,336,18
134,prior_0.6_signals_00101,central_full,4,central_full_analyst,539867404,0.52,More NO signals outweigh prior.,1,5.897571700043045,355,18
134,prior_0.6_signals_00101,central_full,5,central_full_analyst,619689961,0.58,Mixed signals with higher reliability agents lean toward YES.,1,6.529459199984558,375,22
135,prior_0.3_signals_11011,market,1,agent_3,591748690,0.22,Signal reduces probability due to reliability,1,5.275304400012828,315,18
135,prior_0.3_signals_11011,market,2,agent_4,1553019982,0.34,Signal updates prior with reliability,1,5.756389799993485,343,17
135,prior_0.3_signals_11011,market,3,agent_5,1823197569,0.47,Signal updates prior with reliability,1,6.182077300036326,372,17
135,prior_0.3_signals_11011,market,4,agent_1,1654375454,0.52,Signal slightly increases probability,1,6.588807199965231,401,16
135,prior_0.3_signals_11011,market,5,agent_2,17544740,0.58,Signal updates prior with reliability,1,7.145550700020976,429,17
135,prior_0.3_signals_11011,central_full,1,central_full_analyst,591748690,0.26,Signal NO reduces probability from prior.,1,5.354233799967915,294,19
135,prior_0.3_signals_11011,central_full,2,central_full_analyst,1553019982,0.47,Signals update prior with reliability weights,1,5.269869599957019,316,18
135,prior_0.3_signals_11011,central_full,3,central_full_analyst,1823197569,0.58,Signals update prior with weighted evidence,1,5.57718180003576,336,18
135,prior_0.3_signals_11011,central_full,4,central_full_analyst,1654375454,0.67,Signals favor YES with moderate reliability.,1,6.00475250009913,356,19
135,prior_0.3_signals_11011,central_full,5,central_full_analyst,17544740,0.74,Most signals support YES with higher reliability.,1,6.409147999947891,375,20
135,prior_0.3_signals_11011,central_compact,1,central_compact_analyst,591748690,0.26,Signal reduces probability by 15%.,1,5.626636900007725,307,21
135,prior_0.3_signals_11011,central_compact,2,central_compact_analyst,1553019982,0.36,Signal increases probability from 0.26 to 0.36,1,6.570415399968624,335,27
135,prior_0.3_signals_11011,central_compact,3,central_compact_analyst,1823197569,0.47,Signal increases probability from 0.36 to 0.47.,1,7.130438899970613,364,28
135,prior_0.3_signals_11011,central_compact,4,central_compact_analyst,1654375454,0.49,Signal slightly increases probability,1,6.458139700000174,393,16
135,prior_0.3_signals_11011,central_compact,5,central_compact_analyst,17544740,0.54,Signal increases probability by 0.05,1,7.448092000093311,421,21
136,prior_0.4_signals_01101,central_full,1,central_full_analyst,486886521,0.52,Signal increases probability from prior,1,5.136507099959999,294,17
136,prior_0.4_signals_01101,central_full,2,central_full_analyst,888350712,0.47,Balances reliable signals against prior.,1,5.386885499930941,317,19
136,prior_0.4_signals_01101,central_full,3,central_full_analyst,1174177201,0.54,Signals update prior with reliability weights,1,5.554499800084159,336,18
136,prior_0.4_signals_01101,central_full,4,central_full_analyst,1835307965,0.67,More reliable YES signals outweigh NO signal.,1,6.077385599957779,356,20
136,prior_0.4_signals_01101,central_full,5,central_full_analyst,549672260,0.62,Balanced signals with mixed reliability slightly favor YES.,1,6.5492588999914005,375,22
136,prior_0.4_signals_01101,central_compact,1,central_compact_analyst,486886521,0.55,Signal increases probability from 0.4 to 0.55.,1,6.101425700006075,307,27
136,prior_0.4_signals_01101,central_compact,2,central_compact_analyst,888350712,0.5,Signal reduces probability due to reliability,1,5.700358600006439,336,17
136,prior_0.4_signals_01101,central_compact,3,central_compact_analyst,1174177201,0.57,Signal increases probability from 0.5 to 0.57.,1,6.939639299991541,362,27
136,prior_0.4_signals_01101,central_compact,4,central_compact_analyst,1835307965,0.62,Signal increases probability due to reliability,1,6.603551299893297,391,18
136,prior_0.4_signals_01101,central_compact,5,central_compact_analyst,549672260,0.57,New signal NO with reliability 0.7 updates probability.,1,7.616624200018123,419,24
136,prior_0.4_signals_01101,market,1,agent_5,486886521,0.56,Signal increases probability from 0.4 to 0.56.,1,6.092217299970798,315,27
136,prior_0.4_signals_01101,market,2,agent_1,888350712,0.47,Signal weakens public probability,1,5.765248999930918,344,17
136,prior_0.4_signals_01101,market,3,agent_2,1174177201,0.56,Signal updates public probability,1,6.108862100052647,372,16
136,prior_0.4_signals_01101,market,4,agent_3,1835307965,0.61,Signal increases probability slightly,1,6.584532000008039,401,16
136,prior_0.4_signals_01101,market,5,agent_4,549672260,0.52,Signal NO updates prior with reliability 0.7.,1,7.686586600029841,429,23
137,prior_0.3_signals_00001,central_compact,1,central_compact_analyst,259693498,0.25,Signal NO reduces probability,1,5.1378419999964535,306,16
137,prior_0.3_signals_00001,central_compact,2,central_compact_analyst,339683058,0.22,Signal NO updates prior with reliability 0.65,1,6.24352210003417,335,23
137,prior_0.3_signals_00001,central_compact,3,central_compact_analyst,1338312139,0.18,Signal NO updates probability,1,5.990359100047499,363,16
137,prior_0.3_signals_00001,central_compact,4,central_compact_analyst,194378532,0.26,Signal increases probability from 0.18 to 0.26,1,7.4718746999278665,392,27
137,prior_0.3_signals_00001,central_compact,5,central_compact_analyst,792939186,0.23,New signal slightly lowers probability,1,7.01670669997111,421,17
137,prior_0.3_signals_00001,market,1,agent_2,259693498,0.24,Signal reduces probability due to reliability,1,5.331510600051843,314,18
137,prior_0.3_signals_00001,market,2,agent_3,339683058,0.16,Signal weakens public probability,1,5.713606500066817,343,17
